,f_id,item,veg_or_non_veg
234364,fd626843,Gatte ki Sabzi,Veg
234365,fd626844,Methi Gatta,Veg
234366,fd626845,Papad ki Sabzi,Veg
234367,fd626847,Daal Bati [2 Bati],Veg
234368,fd626848,Lasun Sabzi,Veg
234369,fd626849,Aloo Hara Kanda,Veg
234370,fd626850,Hara Kanda Matar,Veg
234371,fd626851,Haldi ki Sabzi,Veg
234372,fd626871,Mirchi Bharela,Veg
234373,fd626879,Paneer Tawa Makhmali,Veg
234374,fd626880,Veg Panchratna,Veg
234375,fd626881,Cheese Chaska Kabab,Veg
234376,fd626882,Suhana Dil Kabab,Veg
234377,fd626885,Butter Bajra Rotla,Veg
234378,fd626886,Plain Bajra Rotla,Veg
234379,fd626887,Butter Jawari Rotla,Veg
234380,fd626888,Plain Jawari Rotla,Veg
234381,fd626899,Cheese Butter Kulcha,Veg
234382,fd626901,Stuff Veg Kulcha,Veg
234383,fd626906,Lasuniya Rotla,Veg
234384,fd626909,Gobhi Tandori,Veg
234385,fd626910,Tandori Aloo,Veg
234386,fd626917,Marwadi Kadhi,Veg
234387,fd626918,Marwadi Dal,Veg
234388,fd626926,Sey Tamatar,Veg
234389,fd626928,Aloo Lasuniya,Veg
234390,fd626929,Aloo Rajwadi,Veg
234391,fd626930,Aloo Kathiyawadi,Veg
234392,fd626931,Bhindi Bharela,Veg
234393,fd626933,Karela Bharela,Veg
234394,fd626935,Dahi Tarkari,Veg
234395,fd626936,Sev Kanda,Veg
234396,fd626937,Sev Kanda Shimla,Veg
234397,fd626938,Green Undhiya,Veg
234398,fd626939,Palak Lasun,Veg
234399,fd626942,Methi Besan,Veg
234400,fd626943,Tamatar Matar,Veg
234401,fd626945,Aloo Rasa Wala,Veg
234402,fd626948,Aloo Sukha,Veg
234403,fd626950,Sev Methi Matar,Veg
234404,fd626951,Sev Methi Lasun,Veg
234405,fd626952,Sev Methi,Veg
234406,fd626954,Aloo Bhindi Dahi,Veg
234407,fd626957,Lasaniya Dosa,Veg
234408,fd626967,Myosre Masala Dosa,Veg
234409,fd626972,Tomato Onion Masala (Mix) Uttapam,Veg
234410,fd626975,Lasaniya Butter Dosa,Veg
234411,fd626976,Paper Sada Butter Dosa,Veg
234412,fd626978,Mysore Sada Butter Dosa,Veg
234413,fd626979,Sada Butter Uttapam,Veg
234414,fd626980,Onion Butter Uttapam,Veg
234415,fd626981,Onion Masala Butter Uttapam,Veg
234416,fd626982,Tomato Onion Butter Uttapam,Veg
234417,fd626989,Myosre Masala Butter Dosa,Veg
234418,fd626990,Sada Cheese Uttapam,Veg
234419,fd626992,Onion Masala Cheese Uttapam,Veg
234420,fd626993,Tomato Onion Cheese Uttapam,Veg
234421,fd626994,Tomato Onion Masala (Mix) Cheese Uttapam,Veg
234422,fd626995,Sada Jain Dosa,Veg
234423,fd626996,Paper Sada Jain Dosa,Veg
234424,fd626997,Sada Jain Uttapam,Veg
234425,fd626998,Tomato Jain Uttapam,Veg
234426,fd627004,Combo - 2,Veg
234427,fd627005,Combo - 3,Veg
234428,fd627006,Combo - 4,Veg
234429,fd627007,Combo - 5,Veg
234430,fd627008,Combo - 6,Veg
234431,fd627009,Combo - 7,Veg
234432,fd627015,Hot haldi Milk,Veg
234433,fd627016,Hot bounvita,Veg
234434,fd627021,Cheese Bhakhari,Veg
234435,fd627028,Butter Chutney Poha,Veg
234436,fd627031,Bun Butter Puff,Veg
234437,fd627032,Butter Chutney Puff,Veg
234438,fd627034,Khari Toast,Veg
234439,fd627035,Chutney Bun Butter Puff,Veg
234440,fd627038,Cheese Bun Butter Puff,Veg
234441,fd627040,Butter Chutney Cheese Puff,Veg
234442,fd627046,Masala French Fries ( Hot & Crunchy),Veg
234443,fd627047,Chilly Garlic Potato Pops (15 Pcs),Veg
234444,fd627048,Aloo Tikki Burger with Cheese,Veg
234445,fd627052,Veg Hara Bhara Sandwich,Veg
234446,fd627053,Fusion Grill Sandwich,Veg
234447,fd627054,9' Thin Crust Veggie Delight Pizza,Veg
234448,fd627055,7'Farm Fresh Pizza,Veg
234449,fd627056,7'All in One Pizza,Veg
234450,fd627057,Cheese Salad Wrap,Veg
234451,fd627063,Choco Blast Thick Shake,Veg
234452,fd627070,Loaded Chilly Garlic Fries,Veg
234453,fd627071,Loaded Masala Cheesy Fries,Veg
234454,fd627072,Loaded Chilly Garlic Pops (15 Pcs),Veg
234455,fd627073,Smiles (6 Pcs),Veg
234456,fd627075,Cheese Shot (5 Pcs),Veg
234457,fd627076,Pops N Fries,Veg
234458,fd627077,Smiles N Fries,Veg
234459,fd627078,Cheesy Lava Burger,Veg
234460,fd627080,Herb Chilly Burger with Cheese,Veg
234461,fd627082,Hot Burger with Cheese,Veg
234462,fd627083,Masala Twist Burger with Cheese,Veg
234463,fd627084,Herb Chilly Burger with Liquid Cheese,Veg
234464,fd627085,Kababis Burger With Cheese,Veg
234465,fd627086,Mexican Burger with Cheese,Veg
234466,fd627087,Paneer Burger with Cheese,Veg
234467,fd627088,Creamy Pasta Cheese,Veg
234468,fd627089,Red Sauce Pasta Cheese,Veg
234469,fd627090,Tex Mex Pasta Cheese,Veg
234470,fd627091,Paneer Fiesta Pasta Cheese,Veg
234471,fd627097,Chilly Cheese Garlic Sandwich,Veg
234472,fd627098,Cheese & Jalapeno Sandwich,Veg
234473,fd627099,American Corn & Pepper Sandwich,Veg
234474,fd627104,Veg Club Sandwich (3 Bread Slice),Veg
234475,fd627105,Veg Hara Bhara Club Sandwich (3 Bread Slice),Veg
234476,fd627108,Cheese Onion Capsicum Garlic Bread,Veg
234477,fd627109,Cheese Olive Garlic Bread,Veg
234478,fd627113,9'  Veggie Delight Pizza,Veg
234479,fd627117,9' Thin Crust Farm Fresh Pizza,Veg
234480,fd627118,7'Margherita Pizza,Veg
234481,fd627120,9' Thin Crust Margherita Pizza,Veg
234482,fd627121,7'Italian Treat Pizza,Veg
234483,fd627122,9' Italian Treat Pizza,Veg
234484,fd627123,9' Thin Crust Italian Treat Pizza,Veg
234485,fd627124,7'Exotica Pizza,Veg
234486,fd627125,9' Exotica Pizza,Veg
234487,fd627126,9' Thin Crust Exotica Pizza,Veg
234488,fd627128,9' All In One Pizza,Veg
234489,fd627129,9' Thin Crust All in One Pizza,Veg
234490,fd627130,7'Schezwan Treat Pizza,Veg
234491,fd627131,9' Schezwan Treat Pizza,Veg
234492,fd627132,9' Thin Crust Schezwan Treat Pizza,Veg
234493,fd627133,7'Veggie Supreme Pizza,Veg
234494,fd627134,9' Veggie Supreme Pizza,Veg
234495,fd627135,9' Thin Crust Veggie Supreme Pizza,Veg
234496,fd627136,7'Schezwan Paneer Pizza,Veg
234497,fd627137,9' Schezwan Paneer Pizza,Veg
234498,fd627138,9' Thin Crust Schezwan Paneer Pizza,Veg
234499,fd627139,7'Tandoori Paneer Pizza,Veg
234500,fd627141,9' Thin Crust Tandoori Paneer Pizza,Veg
234501,fd627144,7' Chilly Manchurian,Veg
234502,fd627145,9' Chilly Manchurian,Veg
234503,fd627146,9'  Thin Crust Chilly Manchurian,Veg
234504,fd627147,9' Thin Crust Paneer Makhani Pizza,Veg
234505,fd627148,7' 4- Cheese Pizza,Veg
234506,fd627149,9' 4- Cheese Pizza,Veg
234507,fd627150,9' Thin Crust 4- Cheese Pizza,Veg
234508,fd627152,Cheese Veggie Wrap,Veg
234509,fd627153,Veg Cheese Schezwan Wrap,Veg
234510,fd627154,Cheese Haryali Kabab Wrap,Veg
234511,fd627157,Cheese Mexican Wrap,Veg
234512,fd627166,1000 Iceland,Veg
234513,fd627170,Tikkie Sub,Veg
234514,fd627172,Hot Masala Tea 200 ml.,Veg
234515,fd627173,Hot Coffee 200 ml.,Veg
234516,fd627174,Hot Chocolate 200 ml.,Veg
234517,fd627175,Hot Mocha 200ml.,Veg
234518,fd627185,Pacific Blue Float,Veg
234519,fd627186,Lemony Litchi Float,Veg
234520,fd627187,Orange Blossom Float,Veg
234521,fd627188,Royal Vanilla Thick Shake,Veg
234522,fd627190,Classic Coffee Thick Shake,Veg
234523,fd627201,Jambu Thick Shake,Veg
234524,fd627203,Coffee Brownie Thick Shake,Veg
234525,fd627207,Jain Italiano Bakewich,Veg
234526,fd627209,Swami Burger with Cheese,Veg
234527,fd627210,Jain Cheese Chilly Sandwich,Veg
234528,fd627211,Jain Cheese & Jalapeno Sandwich,Veg
234529,fd627212,Jain Coleslaw Cheese Sandwich,Veg
234530,fd627213,Jain American Corn & Pepper Sandwich,Veg
234531,fd627214,Swami Wrap,Veg
234532,fd627215,Jain Wrap,Veg
234533,fd627216,9'  Jain Margherita,Veg
234534,fd627217,9' Thin Crust Jain Margherita,Veg
234535,fd627218,7'Jain Farm Fresh Pizza,Veg
234536,fd627219,9' Jain Farm Fresh Pizza,Veg
234537,fd627220,9' Thin Crust Jain Farm Fresh Pizza,Veg
234538,fd627221,7'Jain All in One Pizza,Veg
234539,fd627222,9' Jain All In One Pizza,Veg
234540,fd627223,9' Thin Crust Jain All in One Pizza,Veg
234541,fd627224,7'Jain Paneer Pizza,Veg
234542,fd627225,9' Jain Paneer Pizza,Veg
234543,fd627226,9' Thin Crust Jain Paneer Pizza,Veg
234544,fd627227,7' Jain Margherita,Veg
234545,fd627228,Extra Cheese Garlic Bread,Veg
234546,fd627233,Choco Truffle Cupcake,Veg
234547,fd627234,Special Choco Chips,Veg
234548,fd627235,Strew Berry Cupcake,Veg
234549,fd627236,Pineapple Cupcake,Veg
234550,fd627237,Special Choco Fudge,Veg
234551,fd627238,Special Chocolate Truffle,Veg
234552,fd627240,Special Choco Flakes Pastry,Veg
234553,fd627241,Special Choco Chips Pastry,Veg
234554,fd627257,Kl Special Jumbo Burger,Veg
234555,fd627263,6 Inch Veg Cheese Pizza,Veg
234556,fd627264,8 Inch Veg Cheese Pizza,Veg
234557,fd627265,6 Inch Paneer Pizza,Veg
234558,fd627266,8 Inch Paneer Pizza,Veg
234559,fd627267,6 Inch Margherita Pizza,Veg
234560,fd627268,8 Inch Margherita Pizza,Veg
234561,fd627271,Cheese Aloo Paratha Without Curd,Veg
234562,fd627273,Cheese Butter Aloo Paratha,Veg
234563,fd627281,Cheese Paneer Pakoda,Veg
234564,fd627284,Fresh Pineapple Eggless Cake,Veg
234565,fd627285,Rich Pineapple Eggless Cake,Veg
234566,fd627288,White Forest Eggless Cake,Veg
234567,fd627289,Blueberry Eggless Cake,Veg
234568,fd627290,Seasonal Fresh Fruit Eggless Cake,Veg
234569,fd627291,Choco Truffle Eggless Cake,Veg
234570,fd627292,Choco Fudge Eggless Cake,Veg
234571,fd627293,Choco Marble Eggless Cake,Veg
234572,fd627294,Choco Flakers Eggless Cake,Veg
234573,fd627295,Choco Glaze Eggless Cake,Veg
234574,fd627296,Choco Chips Eggless Cake,Veg
234575,fd627298,Red Velvet Eggless Cake,Veg
234576,fd627299,Oreo Eggless Cake,Veg
234577,fd627300,Veg Noodles Half,Veg
234578,fd627301,Veg Noodles Full,Veg
234579,fd627302,Veg Hakka Noodles Half,Veg
234580,fd627303,Veg Hakka Noodles Full,Veg
234581,fd627304,Veg Schezwan Noodles Half,Veg
234582,fd627305,Veg Schezwan Noodles Full,Veg
234583,fd627306,Veg Singapuri Noodles Half,Veg
234584,fd627307,Veg Singapuri Noodles Full,Veg
234585,fd627308,Veg Paneer Noodles Half,Veg
234586,fd627309,Veg Paneer Noodles Full,Veg
234587,fd627310,Veg Manchurian Noodles Half,Veg
234588,fd627311,Veg Manchurian Noodles Full,Veg
234589,fd627312,Veg Fried Rice Half,Veg
234590,fd627314,Veg Schezwan Rice Half,Veg
234591,fd627315,Veg Schezwan Rice Full,Veg
234592,fd627316,Veg Garlic Rice Half,Veg
234593,fd627317,Veg Garlic Rice Full,Veg
234594,fd627318,Veg Manchurian Rice Half,Veg
234595,fd627319,Veg Manchurian Rice Full,Veg
234596,fd627320,Veg Paneer Rice Half,Veg
234597,fd627321,Veg Paneer Rice Full,Veg
234598,fd627322,Veg Paneer Chilli Dry Half,Veg
234599,fd627323,Veg Paneer Chilli Dry Full,Veg
234600,fd627324,Veg Paneer Chilli Gravy Half,Veg
234601,fd627325,Veg Paneer Chilli Gravy Full,Veg
234602,fd627326,Veg Manchurian Dry Half,Veg
234603,fd627327,Veg Manchurian Dry Full,Veg
234604,fd627328,Veg Manchurian Gravy Half,Veg
234605,fd627329,Veg Manchurian Gravy Full,Veg
234606,fd627330,Veg Cheese Manchurian Dry Half,Veg
234607,fd627331,Veg Cheese Manchurian Dry Full,Veg
234608,fd627340,Oil Mug Pulao,Veg
234609,fd627341,Butter Mug Pulao,Veg
234610,fd627342,Swaminarayan Mug Pulao,Veg
234611,fd627343,Cheese Mug Pulao,Veg
234612,fd627344,Schezwan Mug Pulao,Veg
234613,fd627345,Green Chutney Pulao,Veg
234614,fd627350,Veg Maggi Special,Veg
234615,fd627353,Plain Samosa [2pcs],Veg
234616,fd627354,Cheese Samosa [2pcs],Veg
234617,fd627355,Sev Samosa [2pcs],Veg
234618,fd627356,Sev Cheese Samosa [2pcs],Veg
234619,fd627364,Mayonnise Vadapav,Veg
234620,fd627365,Bun Samosa Special,Veg
234621,fd627366,Bun Samosa Mayonnise,Veg
234622,fd627367,Special Tea [Full],Veg
234623,fd627370,Veg Cosolo Sandwich,Veg
234624,fd627371,Ophelia Garlic Sandwich,Veg
234625,fd627372,Pizza Sandwiches,Veg
234626,fd627376,Kg Special Sandwich,Veg
234627,fd627377,Chilli Garlic Magg,Veg
234628,fd627382,Kg Special Maggi,Veg
234629,fd627383,Veg Tikka Franky,Veg
234630,fd627385,Kg Special Franky,Veg
234631,fd627388,Mayonnaise Pulao,Veg
234632,fd627389,Kg Special Pulao,Veg
234633,fd627393,Kg Special Pasta,Veg
234634,fd627394,Coffee with Chocolate,Veg
234635,fd627399,Capsicum Onion Garlic Bread,Veg
234636,fd627400,Kg Special Garlic Bread,Veg
234637,fd627404,Kg Special Fries,Veg
234638,fd627411,Mint Cola Lemonade Mocktail,Veg
234639,fd627412,Mountain Mojito Mocktail,Veg
234640,fd627413,Mojito Mocktail,Veg
234641,fd627414,Mix leed Mojito Mocktail,Veg
234642,fd627416,Bella Dona Burger,Veg
234643,fd627417,Freddy Burger,Veg
234644,fd627423,Kg Special Pizza,Veg
234645,fd627430,Chole Frankie,Veg
234646,fd627432,Shahi Paneer Frankie,Veg
234647,fd627436,Kurkure Veg. Momos (5pcs),Veg
234648,fd627437,Paneer Momos (5pcs) Fried,Veg
234649,fd627438,Paneer Momos (5pcs) Steamed,Veg
234650,fd627439,Spring Rolls (4pcs),Veg
234651,fd627440,Veg Momos (5pcs) Fried,Veg
234652,fd627441,Veg Momos (5pcs) Steamed,Veg
234653,fd627445,Water Aava,Veg
234654,fd627448,Special American Omelette (6 Eggs),Non-veg
234655,fd627451,Egg Frankie Masala,Non-veg
234656,fd627452,Egg Panipuri (2 Eggs),Non-veg
234657,fd627453,Egg Skillet,Non-veg
234658,fd627456,Boil (1 Egg),Non-veg
234659,fd627457,Boil Masala (2 Eggs),Non-veg
234660,fd627458,Egg Janeman,Non-veg
234661,fd627459,Egg Chatpata,Non-veg
234662,fd627463,Egg Tikka,Non-veg
234663,fd627464,Egg Lavabdar,Non-veg
234664,fd627466,Egg Kheladi,Non-veg
234665,fd627467,Egg Haleem,Non-veg
234666,fd627468,Egg Kasata,Non-veg
234667,fd627469,Egg Chilli Tadka,Non-veg
234668,fd627470,Egg Mughlai (Rajkot Special),Non-veg
234669,fd627471,Egg Uprachapri (4 Eggs),Non-veg
234670,fd627472,Surti Special (4 Eggs),Non-veg
234671,fd627473,Egg Bhai Bhai (4 Eggs),Non-veg
234672,fd627474,Egg Singham (10 Eggs),Non-veg
234673,fd627475,Egg Bhubali (10 Eggs),Non-veg
234674,fd627476,Egg Rangeela,Non-veg
234675,fd627477,Egg Surti Locho,Non-veg
234676,fd627479,Egg Gotado,Non-veg
234677,fd627480,Special Egg World Cop,Non-veg
234678,fd627482,Boiled Egg Keema with Butter (2 Eggs),Non-veg
234679,fd627483,Boiled Egg Keema with Cheese (2 Eggs),Non-veg
234680,fd627484,Boiled Green Egg Keema (2 Eggs),Non-veg
234681,fd627485,Boiled Green Egg Keema with Butter (2 Eggs),Non-veg
234682,fd627486,Boiled Green Egg Keema with Cheese (2 Eggs),Non-veg
234683,fd627487,Boiled Bhurji (2 Eggs),Non-veg
234684,fd627488,Boiled Bhurji with Butter (2 Eggs),Non-veg
234685,fd627489,Boiled Bhurji with Cheese (2 Eggs),Non-veg
234686,fd627491,Egg Keema with Butter (2 Eggs),Non-veg
234687,fd627492,Egg Keema with Cheese (2 Eggs),Non-veg
234688,fd627494,Egg Bhurji with Butter (2 Eggs),Non-veg
234689,fd627495,Egg Bhurji with Cheese (2 Eggs),Non-veg
234690,fd627496,Boiled Egg Curry (2 Eggs),Non-veg
234691,fd627497,Boiled Egg Curry with Butter (2 Eggs),Non-veg
234692,fd627498,Boiled Egg Curry with Cheese (2 Eggs),Non-veg
234693,fd627500,Egg Rice with Butter,Non-veg
234694,fd627501,Egg Rice with Cheese,Non-veg
234695,fd627502,Boiled Rice,Non-veg
234696,fd627503,Boiled Rice with Butter,Non-veg
234697,fd627504,Boiled Rice Cheese,Non-veg
234698,fd627505,Veggie Toastie,Veg
234699,fd627506,Pepperoni Toastie,Non-veg
234700,fd627507,Nawabi Soya Keema Sub Combo,Veg
234701,fd627509,"Cookie With Veg Sub Combo (15 cm, 6 Inch)",Veg
234702,fd627510,"Cookie With Non Veg Sub Combo (15 cm, 6 Inch)",Non-veg
234703,fd627513,"Drink With Veg Sub Combo (15 cm, 6 Inch)",Veg
234704,fd627514,"Drink With Non Veg Sub Combo (15 cm, 6 Inch)",Non-veg
234705,fd627517,"Chip With Veg Sub Combo (15 cm, 6 Inch)",Veg
234706,fd627518,"Chip With Non Veg Sub Combo (15 cm, 6 Inch)",Non-veg
234707,fd627519,Chip With Veg Signature Wrap Combo,Veg
234708,fd627520,Chip With Non Veg Signature Wrap Combo,Non-veg
234709,fd627521,"Snack Wrap With Veg Subs Combo (15 cm, 6 Inch)",Veg
234710,fd627522,"Snack Wrap With Non Veg Subs Combos (15 cm, 6 Inch)",Non-veg
234711,fd627523,"Veggie Delite Sub ( 15 cm,  6 Inch )",Veg
234712,fd627524,"Aloo Patty Sub ( 15 cm,  6 Inch )",Veg
234713,fd627525,"Paneer Tikka Sub ( 15 cm,  6 Inch )",Veg
234714,fd627526,"Roasted Chicken Strips Sub ( 15 cm,  6 Inch )",Non-veg
234715,fd627527,"Tandoori Chicken Tikka Sub ( 15 cm,  6 Inch )",Non-veg
234716,fd627528,"Italian B.M.T. Sub ( 15 cm,  6 Inch )",Non-veg
234717,fd627529,"Chicken Teriyaki Sub ( 15 cm,  6 Inch )",Non-veg
234718,fd627541,Veg Shammi Snack Wraps,Veg
234719,fd627542,Chatpata Chana Snack Wraps,Veg
234720,fd627543,Chicken Kofta Snack Wraps,Non-veg
234721,fd627544,Chicken Strips Snack Wraps,Non-veg
234722,fd627545,Classic Salted Chips,Veg
234723,fd627550,Aquavess Water,Veg
234724,fd627551,Mirinda (500 ml),Veg
234725,fd627552,7 Up Nimbooz (250 ml),Veg
234726,fd627553,Slice (350 ml),Veg
234727,fd627555,Lipton Ice Tea (350 ml),Veg
234728,fd627556,Pepsi can (330 ml ),Veg
234729,fd627558,Mirinda can (330 ml ),Veg
234730,fd627559,7 Up can (330 ml ),Veg
234731,fd627560,Tropicana Mix Fruit (200 ml),Veg
234732,fd627561,"Coconut water (200 ml,  Raw Pressery)",Veg
234733,fd627562,"Choco mint protein milkshake (200ml,  Raw Pressery)",Veg
234734,fd627563,"Sugarcane juice  (250 ml, Raw Pressery)",Veg
234735,fd627564,"Mixed fruits juice  (250 ml, Raw Pressery)",Veg
234736,fd627565,"Valencia orange juice  (250 ml, Raw Pressery)",Veg
234737,fd627566,"Pomegranate juice  (250 ml, Raw Pressery)",Veg
234738,fd627567,"Life juice (250 ml, Raw Pressery)",Veg
234739,fd627568,6 Inch Cheesy Aloo Patty,Veg
234740,fd627569,6 Inch Double Kebab,Veg
234741,fd627570,6 Inch Chatpata Chana Paneer,Veg
234742,fd627571,6 Inch Subway Super Club,Non-veg
234743,fd627572,6 Inch Big Meaty Tandoori,Non-veg
234744,fd627573,6 Inch Smokey Chicken Club,Non-veg
234745,fd627574,Signature Wrap Cheesy Aloo Patty,Veg
234746,fd627575,Signature Wrap  Chatpata Chana Paneer,Veg
234747,fd627576,Signature Wrap  Double Kebab,Veg
234748,fd627577,Signature Wrap Subway Super Club,Non-veg
234749,fd627578,Signature Wrap Big Meaty Tandoori,Non-veg
234750,fd627579,Signature Wrap Smoke Chicken Club,Non-veg
234751,fd627594,"Tandoori Tofu Sub ( 15 cm,  6 Inch )",Veg
234752,fd627596,"Chatpata Chana Sub ( 15 cm,  6 Inch )",Veg
234753,fd627597,"Hara Bhara Kebab Sub ( 15 cm,  6 Inch )",Veg
234754,fd627598,"Mexican Patty Sub ( 15 cm,  6 Inch )",Veg
234755,fd627599,"Veg Seekh Sub ( 15 cm,  6 Inch )",Veg
234756,fd627600,"Veg Shammi Kebab Sub ( 15 cm,  6 Inch )",Veg
234757,fd627602,"Corn & Peas Sub ( 15 cm,  6 Inch )",Veg
234758,fd627604,"Peri Peri Chicken Sub ( 15 cm,  6 Inch )",Non-veg
234759,fd627605,"Chicken Kofta Sub ( 15 cm,  6 Inch )",Non-veg
234760,fd627608,"Chicken Slice Sub ( 15 cm,  6 Inch )",Non-veg
234761,fd627611,"Subway Club Sub ( 15 cm,  6 Inch )",Non-veg
234762,fd627612,"Tuna Sub ( 15 cm,  6 Inch )",Non-veg
234763,fd627613,"Turkey Breast & Chicken Slice Sub ( 15 cm,  6 Inch )",Non-veg
234764,fd627614,"Turkey Sub ( 15 cm,  6 Inch )",Non-veg
234765,fd627615,"Tandoori Tofu Sub (30 cm,  12 inch)",Veg
234766,fd627616,"Aloo Patty Sub (30 cm,  12 inch)",Veg
234767,fd627617,"Chatpata Chana Sub (30 cm,  12 inch)",Veg
234768,fd627618,"Corn & Peas Sub (30 cm,  12 inch)",Veg
234769,fd627619,"Hara Bhara Kebab Sub (30 cm,  12 inch)",Veg
234770,fd627620,"Mexican Patty Sub (30 cm,  12 inch)",Veg
234771,fd627621,"Paneer Tikka Sub (30 cm,  12 inch)",Veg
234772,fd627622,"Veg Shammi Kebab Sub (30 cm,  12 inch)",Veg
234773,fd627623,"Veggie Delite Sub (30 cm,  12 inch)",Veg
234774,fd627624,"Peri Peri Chicken Sub (30 cm,  12 inch)",Non-veg
234775,fd627625,"Turkey Breast & Chicken Slice Sub (30 cm,  12 inch)",Non-veg
234776,fd627626,"Turkey Sub (30 cm,  12 inch)",Non-veg
234777,fd627627,"Tuna Sub (30 cm,  12 inch)",Non-veg
234778,fd627628,"Subway Club Sub (30 cm,  12 inch)",Non-veg
234779,fd627629,"Roasted Chicken Strips Sub (30 cm,  12 inch)",Non-veg
234780,fd627630,"Italian B.M.T. Sub (30 cm,  12 inch)",Non-veg
234781,fd627631,"Chicken Seekh Masala Sub (30 cm,  12 inch)",Non-veg
234782,fd627632,"Chicken Teriyaki Sub (30 cm,  12 inch)",Non-veg
234783,fd627633,"Tandoori Chicken Tikka Sub (30 cm,  12 inch)",Non-veg
234784,fd627634,"Chicken Kofta Sub (30 cm,  12 inch)",Non-veg
234785,fd627635,"Chicken Slice Sub (30 cm,  12 inch)",Non-veg
234786,fd627639,Hara Bhara Kebab Signature Wraps,Veg
234787,fd627654,Turkey Breast & Chicken Slice Signature Wraps,Non-veg
234788,fd627656,"Chicken Slice,  Egg & Cheese Sub ( 15 cm,  6 Inch )",Non-veg
234789,fd627657,"Cheese & Egg Sub ( 15 cm,  6 Inch )",Non-veg
234790,fd627658,"Western Egg & Cheese Sub ( 15 cm,  6 Inch )",Non-veg
234791,fd627659,"Chicken Slice,  Egg & Cheese Sub (30 cm,  12 inch)",Non-veg
234792,fd627660,"Cheese & Egg Sub (30 cm,  12 inch)",Non-veg
234793,fd627661,"Western Egg & Cheese Sub (30 cm,  12 inch)",Non-veg
234794,fd627665,Hara Bhara Kebab Salad,Veg
234795,fd627681,Turkey Breast & Chicken Slice Salad,Non-veg
234796,fd627687,Aloo Amritsari Kulcha,Veg
234797,fd627688,Aloo Gobi Amritsari Kulcha,Veg
234798,fd627689,Cheese Amritsari Kulcha,Veg
234799,fd627690,Paneer Amritsari Kulcha,Veg
234800,fd627691,Mixed Amritsari Kulcha,Veg
234801,fd627700,Butter Chole Bhatoore,Veg
234802,fd627703,Tea Ilaichi,Veg
234803,fd627709,Sev Butter Poha,Veg
234804,fd627712,Chutney Poha,Veg
234805,fd627713,Cheese Masala Poha,Veg
234806,fd627715,Cheese Schezwan Aloo Paratha,Veg
234807,fd627717,Cheese Masala Butter Aloo Paratha,Veg
234808,fd627721,Cheese Masala Butter Thepla,Veg
234809,fd627724,Cheese Masala Bhakhri,Veg
234810,fd627731,Cheese Butter Jam Sandwich,Veg
234811,fd627734,Cheese Butter Chutney Grilled Sandwich,Veg
234812,fd627743,Crispy Fried Manchurian,Veg
234813,fd627752,Special Chow mein,Veg
234814,fd627760,Paneer Singapore Fried Rice,Veg
234815,fd627762,Paneer Special Fried Rice,Veg
234816,fd627765,Masala butter Vada Pav,Veg
234817,fd627766,Masala Butter Cheese Vada Pav,Veg
234818,fd627769,Double Butter Vada Pav,Veg
234819,fd627770,Double Butter Double Cheese Vada Pav,Veg
234820,fd627771,Masala Double Butter Vada Pav,Veg
234821,fd627775,Mayonnaise Cheese Frankie,Veg
234822,fd627789,Double Butter Cheese Vada Pav,Veg
234823,fd627792,Full fry butter Vadapav,Veg
234824,fd627793,Masala Double Cheese Vadapav,Veg
234825,fd627794,Masala Double Butter Cheese Vadapav,Veg
234826,fd627795,Masala Double Butter Double Cheese Vadapav,Veg
234827,fd627807,Extra Mayonaise,Veg
234828,fd627883,Cotton Candy Pancakes (8 Pcs),Veg
234829,fd628169,Jumbo Bhajiya,Veg
234830,fd628171,Jungli Vada Bhajiya,Veg
234831,fd628176,Tandoori Bhajiya,Veg
234832,fd628179,Bbq Bhajiya,Veg
234833,fd628182,Schezwan  Bhajiya,Veg
234834,fd628185,Cheese  Bhajiya,Veg
234835,fd628188,Mayo Bhajiya,Veg
234836,fd628191,Peri Peri Bhajiya,Veg
